"Slachtdieren";"Perioden";"Aantal slachtingen (x 1 000)"
"Totaal kalveren";"2014 december";139,6
"Totaal kalveren";"2014";1432,9
"Totaal kalveren";"2015 januari";112,7
"Totaal kalveren";"2015 februari";107,5
"Totaal kalveren";"2015 maart";135,6
"Totaal kalveren";"2015 april";116,1
"Totaal kalveren";"2015 mei";115,9
"Totaal kalveren";"2015 juni";122,5
"Totaal kalveren";"2015 juli";132,7
"Totaal kalveren";"2015 augustus";109,4
"Totaal kalveren";"2015 september";128,5
"Totaal kalveren";"2015 oktober";113,8
"Totaal kalveren";"2015 november";119
"Totaal kalveren";"2015 december";141,8
"Totaal kalveren";"2015";1455,5
"Totaal kalveren";"2016 januari";108,5
"Totaal kalveren";"2016 februari";111,4
"Totaal kalveren";"2016 maart";139,4
"Totaal kalveren";"2016 april";119,2
"Totaal kalveren";"2016 mei";144,2
"Totaal kalveren";"2016 juni";136,1
"Totaal kalveren";"2016 juli";118,7
"Totaal kalveren";"2016 augustus";129,4
"Totaal kalveren";"2016 september";119,6
"Totaal kalveren";"2016 oktober";132,8
"Totaal kalveren";"2016 november";124,6
"Totaal kalveren";"2016 december";141,6
"Totaal kalveren";"2016";1525,6
"Totaal kalveren";"2017 januari";118,2
"Totaal kalveren";"2017 februari";116,5
"Totaal kalveren";"2017 maart";139,1
"Totaal kalveren";"2017 april";118,9
"Totaal kalveren";"2017 mei";141,1
"Totaal kalveren";"2017 juni";110,3
"Totaal kalveren";"2017 juli";117,6
"Totaal kalveren";"2017 augustus";115,3
"Totaal kalveren";"2017 september";127,5
"Totaal kalveren";"2017 oktober";129,6
"Totaal kalveren";"2017 november";145,3
"Totaal kalveren";"2017 december";124,9
"Totaal kalveren";"2017";1504,4
"Totaal kalveren";"2018 januari";121
"Totaal kalveren";"2018 februari";109,1
"Totaal kalveren";"2018 maart";152,9
"Totaal kalveren";"2018 april";118,8
"Totaal kalveren";"2018 mei";142,6
"Totaal kalveren";"2018 juni";139,5
"Totaal kalveren";"2018 juli";128
"Totaal kalveren";"2018 augustus";140,9
"Totaal kalveren";"2018 september";133
"Totaal kalveren";"2018 oktober";158,9
"Totaal kalveren";"2018 november";145,4
"Totaal kalveren";"2018 december";139,7
"Totaal kalveren";"2018";1629,8
"Totaal kalveren";"2019 januari";133,3
"Totaal kalveren";"2019 februari";123,6
"Totaal kalveren";"2019 maart";127,8
"Totaal kalveren";"2019 april";156,5
"Totaal kalveren";"2019 mei";148
"Totaal kalveren";"2019 juni";128,4
"Totaal kalveren";"2019 juli";135,6
"Totaal kalveren";"2019 augustus";124,8
"Totaal kalveren";"2019 september";138,6
"Totaal kalveren";"2019 oktober";146,9
"Totaal kalveren";"2019 november";136,7
"Totaal kalveren";"2019 december";147,9
"Totaal kalveren";"2019";1648,1
"Totaal kalveren";"2020 januari";133,9
"Totaal kalveren";"2020 februari";127,5
"Totaal kalveren";"2020 maart";119,8
"Totaal kalveren";"2020 april";113,2
"Totaal kalveren";"2020 mei";123,9
"Totaal kalveren";"2020 juni";135
"Totaal kalveren";"2020 juli";130,9
"Totaal kalveren";"2020 augustus";130,8
"Totaal kalveren";"2020 september";140,7
"Totaal kalveren";"2020 oktober";144
"Totaal kalveren";"2020 november";118,3
"Totaal kalveren";"2020 december";140,8
"Totaal kalveren";"2020";1558,7
"Totaal kalveren";"2021 januari";104,8
"Totaal kalveren";"2021 februari";108,3
"Totaal kalveren";"2021 maart";144,1
"Totaal kalveren";"2021 april";124,9
"Totaal kalveren";"2021 mei";127,4
"Totaal kalveren";"2021 juni";134,1
"Totaal kalveren";"2021 juli";123,3
"Totaal kalveren";"2021 augustus";123,1
"Totaal kalveren";"2021 september";139,7
"Totaal kalveren";"2021 oktober";126,6
"Totaal kalveren";"2021 november";141,2
"Totaal kalveren";"2021 december";151,1
"Totaal kalveren";"2021";1548,6
"Totaal kalveren";"2022 januari*";119,4
"Totaal kalveren";"2022 februari*";118,3
"Totaal kalveren";"2022 maart*";146,6
"Totaal kalveren";"2022 april*";129,1
"Totaal kalveren";"2022 mei*";136,5
"Totaal kalveren";"2022 juni*";138,2
"Kalveren jonger dan 9 maanden";"1990 januari";
"Kalveren jonger dan 9 maanden";"1990 februari";
"Kalveren jonger dan 9 maanden";"1990 maart";
"Kalveren jonger dan 9 maanden";"1990 april";
"Kalveren jonger dan 9 maanden";"1990 mei";
"Kalveren jonger dan 9 maanden";"1990 juni";
"Kalveren jonger dan 9 maanden";"1990 juli";
"Kalveren jonger dan 9 maanden";"1990 augustus";
"Kalveren jonger dan 9 maanden";"1990 september";
"Kalveren jonger dan 9 maanden";"1990 oktober";
"Kalveren jonger dan 9 maanden";"1990 november";
"Kalveren jonger dan 9 maanden";"1990 december";
"Kalveren jonger dan 9 maanden";"1990";
"Kalveren jonger dan 9 maanden";"1991 januari";
"Kalveren jonger dan 9 maanden";"1991 februari";
"Kalveren jonger dan 9 maanden";"1991 maart";
"Kalveren jonger dan 9 maanden";"1991 april";
"Kalveren jonger dan 9 maanden";"1991 mei";
"Kalveren jonger dan 9 maanden";"1991 juni";
"Kalveren jonger dan 9 maanden";"1991 juli";
"Kalveren jonger dan 9 maanden";"1991 augustus";
"Kalveren jonger dan 9 maanden";"1991 september";
"Kalveren jonger dan 9 maanden";"1991 oktober";
"Kalveren jonger dan 9 maanden";"1991 november";
"Kalveren jonger dan 9 maanden";"1991 december";
"Kalveren jonger dan 9 maanden";"1991";
"Kalveren jonger dan 9 maanden";"1992 januari";
"Kalveren jonger dan 9 maanden";"1992 februari";
